family,dataset_id,model,selector,folds,test_accuracy_mean,test_accuracy_std,test_macro_f1_mean,test_macro_f1_std,test_balanced_accuracy_mean,test_balanced_accuracy_std,validation_accuracy_mean,validation_accuracy_std,best_epoch_mean,best_epoch_std,development_feature_selection_seconds_mean,development_feature_selection_seconds_std,final_feature_selection_seconds_mean,final_feature_selection_seconds_std,development_training_seconds_mean,development_training_seconds_std,final_training_seconds_mean,final_training_seconds_std,test_inference_seconds_mean,test_inference_seconds_std
classic,imdb,random_wa,ig,5,0.792,0.0309434968935316,0.791421218255532,0.031061158684353544,0.7912898833622518,0.031169888020750477,0.8033333333333333,0.022515426810177125,34.0,15.763882770434446,0.06798234000161756,0.00269827517847116,0.07563973999931477,0.005459470581051371,3.828626660001464,1.3072869141340626,2.4707005199976266,1.5738870998742953,0.004228860000148415,0.0008518944481428611
classic,imdb,random_wa,none,5,0.782,0.02280350850198274,0.781506691397238,0.022254495926929872,0.7821647869674185,0.021554645502441547,0.7999999999999999,0.04409585518440985,48.8,13.6088206689632,0.010411880002357066,0.0013370709511120742,0.010283620000700466,0.0008975037174417797,5.511500880002859,0.9318839460028674,3.7131268399971304,0.9616690081388356,0.0041641399991931395,0.0005078500352338153
bert,pang_lee,bert_bilstm_attention,df,5,0.698,0.024647515087732445,0.6935266876082807,0.028369714028864873,0.6977897789778978,0.02575089056793815,0.7466666666666667,0.04510789534241453,3.0,1.5811388300841898,0.010076880012638867,0.003360345320205563,0.010084700002335013,0.0012961284001960516,92.90930159999989,6.724964077236703,38.42306953996886,20.62872122117755,0.408667719992809,0.04085482547563689
bert,pang_lee,bert_bilstm_attention,dfs,5,0.703,0.03615936946352909,0.6984674018736325,0.03853030522987085,0.7022002200220022,0.03623911411093788,0.7116666666666667,0.036132472314464655,8.0,3.5355339059327378,0.01387961998116225,0.003049899809227067,0.01165939997881651,0.00164048049426451,141.05750223996583,30.692138281109536,100.36726734002586,44.76347506334539,0.3357607600046322,0.019487268018847804
bert,pang_lee,bert_bilstm_attention,ig,5,0.685,0.02091650066335186,0.6813147835883455,0.02096084428418485,0.6841184118411842,0.020824276116077796,0.7033333333333334,0.017280367794439762,7.2,5.167204273105526,0.017999720014631748,0.005952810322353371,0.01813831999897957,0.0046681453518211975,133.69167494000868,52.51205931008843,90.72056823996827,65.17902945744846,0.33205936001613734,0.018534889320484894
bert,pang_lee,bert_bilstm_attention,none,5,0.805,0.026692695630078256,0.8042427967546162,0.026622635109863763,0.8051105110511051,0.026198864846402103,0.8416666666666667,0.02041241452319317,4.2,2.16794833886788,0.0021194600267335773,0.001043709126795807,0.0018227400025352836,0.0009538455363012139,105.77953471997753,20.361414962101865,53.41049881998915,26.499295380671725,0.486623499984853,0.04167205614299281
bert,pang_lee,bert_cls,df,5,0.713,0.028416544476765625,0.7113510832343367,0.028318663864505874,0.7126612661266126,0.028251041862063144,0.7466666666666667,0.03979112128771108,13.2,3.420526275297414,0.010076880012638867,0.003360345320205563,0.010084700002335013,0.0012961284001960516,174.96810013998765,34.21068557176006,143.82895609999542,38.82150415001358,0.31223782000597566,0.01708220324977546
bert,pang_lee,bert_cls,dfs,5,0.676,0.03416869912653977,0.6729069977155323,0.03300415621032596,0.6753075307530753,0.03373613587818748,0.7066666666666667,0.06106690320187085,3.6,0.8944271909999159,0.01387961998116225,0.003049899809227067,0.01165939997881651,0.00164048049426451,81.68623475998174,8.564549258104766,38.80287651999388,10.16721998853703,0.29411414000205693,0.01750338570819529
bert,pang_lee,bert_cls,ig,5,0.697,0.03456877203488719,0.6937470328707217,0.03681046031236212,0.6963796379637964,0.03473980942381831,0.7183333333333334,0.03248931448269656,6.6,4.505552130427524,0.017999720014631748,0.005952810322353371,0.01813831999897957,0.0046681453518211975,113.78012986001559,43.72988184466034,74.22002848000265,52.054789088509885,0.30591251999139785,0.030819738782876454
bert,pang_lee,bert_cls,none,5,0.8119999999999999,0.017535677916750144,0.8116013408881027,0.017865078069280286,0.8119211921192119,0.017841816412553873,0.84,0.022360679774997918,5.6,2.3021728866442674,0.0021194600267335773,0.001043709126795807,0.0018227400025352836,0.0009538455363012139,101.96475872003938,21.4703245125554,61.804674439970405,24.43810444230451,0.3986716599902138,0.017759243310178557
