family,dataset_id,model,selector,folds,accuracy_delta_mean,accuracy_delta_std,wins,ties,losses
classic,imdb,random_lstm,dfs,5,0.16199999999999998,0.07604275113381948,5,0,0
classic,imdb,random_lstm,ig,5,0.175,0.049749371855330994,5,0,0
classic,imdb,random_wa,df,5,-0.028000000000000004,0.02167948338867885,0,0,5
classic,imdb,random_wa,dfs,5,0.01200000000000001,0.03962322551231786,4,0,1
classic,imdb,random_wa,ig,5,0.010000000000000009,0.034999999999999976,3,0,2
bert,pang_lee,bert_bilstm_attention,df,5,-0.10700000000000001,0.004472135954999602,0,0,5
bert,pang_lee,bert_bilstm_attention,dfs,5,-0.10200000000000002,0.04236744032862973,0,0,5
bert,pang_lee,bert_bilstm_attention,ig,5,-0.11999999999999997,0.04107919181288742,0,0,5
bert,pang_lee,bert_cls,df,5,-0.099,0.039591665789658254,0,0,5
bert,pang_lee,bert_cls,dfs,5,-0.13599999999999995,0.047749345545253244,0,0,5
bert,pang_lee,bert_cls,ig,5,-0.11499999999999999,0.04716990566028295,0,0,5
bert,pang_lee,bert_cnn,df,5,-0.10200000000000002,0.017535677916750175,0,0,5
bert,pang_lee,bert_cnn,dfs,5,-0.11499999999999999,0.041683330001332626,0,0,5
bert,pang_lee,bert_cnn,ig,5,-0.13899999999999998,0.03927467377331091,0,0,5
bert,pang_lee,bert_mean,df,5,-0.10300000000000001,0.03383784863137725,0,0,5
bert,pang_lee,bert_mean,dfs,5,-0.099,0.024341322889276165,0,0,5
bert,pang_lee,bert_mean,ig,5,-0.10700000000000001,0.02659887215654076,0,0,5
classic,pang_lee,fasttext_cnn,df,5,-0.040999999999999995,0.029025850547399954,0,0,5
classic,pang_lee,fasttext_cnn,dfs,5,-0.009000000000000008,0.025099800796022233,2,1,2
classic,pang_lee,fasttext_cnn,ig,5,-0.01499999999999999,0.04636809247747847,2,0,3
classic,pang_lee,fasttext_lstm,df,5,-0.030000000000000027,0.03201562118716427,1,0,4
classic,pang_lee,fasttext_lstm,dfs,5,0.007999999999999962,0.04932038118263077,2,1,2
classic,pang_lee,fasttext_lstm,ig,5,-0.005000000000000049,0.04286607049870562,3,0,2
gcn,pang_lee,fasttext_residual_word_gcn,df,5,0.0010000000000000009,0.029025850547399947,3,0,2
gcn,pang_lee,fasttext_residual_word_gcn,dfs,5,-0.020999999999999998,0.021035683967962623,1,0,4
gcn,pang_lee,fasttext_residual_word_gcn,ig,5,0.0020000000000000018,0.02018662923818629,2,1,2
classic,pang_lee,fasttext_wa,df,5,-0.026000000000000023,0.030083217912982598,1,0,4
classic,pang_lee,fasttext_wa,dfs,5,-0.0050000000000000044,0.0611350963031874,1,0,4
classic,pang_lee,fasttext_wa,ig,5,-0.001000000000000023,0.0517687164221791,2,1,2
classic,pang_lee,random_cnn,df,5,-0.016999999999999994,0.038826537316634366,1,0,4
classic,pang_lee,random_cnn,dfs,5,0.014000000000000012,0.03646916505762097,3,1,1
classic,pang_lee,random_cnn,ig,5,0.010000000000000009,0.048605555238059,3,0,2
classic,pang_lee,random_lstm,df,5,0.031000000000000007,0.06589764790946637,3,0,2
classic,pang_lee,random_lstm,dfs,5,0.054000000000000006,0.058459387612256095,5,0,0
classic,pang_lee,random_lstm,ig,5,0.048,0.06240993510651971,4,0,1
classic,pang_lee,random_wa,df,5,-0.01200000000000001,0.038177218337642184,1,0,4
classic,pang_lee,random_wa,dfs,5,0.01599999999999997,0.03990613987846982,3,0,2
classic,pang_lee,random_wa,ig,5,0.018999999999999972,0.05424481542046208,3,0,2
bert,reuters8,bert_bilstm_attention,df,5,0.005980099502487568,0.015093595933442311,2,2,1
bert,reuters8,bert_bilstm_attention,dfs,5,0.0019241609212819367,0.023063144811570273,3,0,2
bert,reuters8,bert_bilstm_attention,ig,5,-0.003041013208071308,0.02878686388649552,3,0,2
bert,reuters8,bert_cls,df,5,0.0030304568527918852,0.014384749376431012,3,0,2
bert,reuters8,bert_cls,dfs,5,-0.006025481728413773,0.01295461875217346,1,1,3
bert,reuters8,bert_cls,ig,5,-1.5531479657560077e-05,0.01969661761908776,1,0,4
bert,reuters8,bert_cnn,df,5,-0.009050963456827543,0.015188096137880453,2,0,3
bert,reuters8,bert_cnn,dfs,5,-0.014051266510089167,0.010928994518412076,0,1,4
bert,reuters8,bert_cnn,ig,5,-0.007975124378109455,0.011464984956487033,0,3,2
bert,reuters8,bert_mean,df,5,-0.011000606106523248,0.019455521420779148,1,1,3
bert,reuters8,bert_mean,dfs,5,-0.017026087834936997,0.006720141052130376,0,0,5
bert,reuters8,bert_mean,ig,5,-0.007985377680127304,0.017815225681672098,2,0,3
classic,reuters8,fasttext_cnn,df,5,0.0010003030532616196,0.010822787893504644,2,2,1
classic,reuters8,fasttext_cnn,dfs,5,-0.006980099502487546,0.0103550673640186,1,1,3
classic,reuters8,fasttext_cnn,ig,5,1.0253302017826372e-05,0.006134300201952687,2,2,1
classic,reuters8,fasttext_lstm,df,5,0.02802639088819865,0.007564462911358001,5,0,0
classic,reuters8,fasttext_lstm,dfs,5,0.03904689749223429,0.023471050895712758,4,1,0
classic,reuters8,fasttext_lstm,ig,5,0.026117458393312653,0.020657520695543566,5,0,0
gcn,reuters8,fasttext_residual_word_gcn,df,5,-0.019918579690380578,0.09143154276442174,3,0,2
gcn,reuters8,fasttext_residual_word_gcn,dfs,5,-0.033903957370507866,0.11069311558290533,3,0,2
gcn,reuters8,fasttext_residual_word_gcn,ig,5,-0.037954920827335384,0.10947483066519594,2,1,2
classic,reuters8,fasttext_wa,df,5,0.0009543147208121549,0.016396388994120072,2,0,3
classic,reuters8,fasttext_wa,dfs,5,0.0009288329923983652,0.019916331448538736,3,0,2
classic,reuters8,fasttext_wa,ig,5,0.007025178675152133,0.014803041643793875,4,0,1
classic,reuters8,random_cnn,df,5,0.008909538601409195,0.016392314858879337,3,1,1
classic,reuters8,random_cnn,dfs,5,0.004954920827335419,0.018347748117530534,3,0,2
classic,reuters8,random_cnn,ig,5,0.009894310175013254,0.01845680768437565,4,0,1
classic,reuters8,random_lstm,df,5,0.03303197211909994,0.020180425473397476,4,1,0
classic,reuters8,random_lstm,dfs,5,0.025162840619238836,0.02379950939116719,4,1,0
classic,reuters8,random_lstm,ig,5,0.02517776599237318,0.03409818046226309,4,0,1
classic,reuters8,random_wa,df,5,0.0030758390787181344,0.014471854892454459,2,1,2
classic,reuters8,random_wa,dfs,5,-0.0039344142232997205,0.017857328294964506,2,1,2
classic,reuters8,random_wa,ig,5,0.0020506604035659625,0.018252761048347832,3,0,2
bert,sentence,bert_bilstm_attention,df,5,-0.0178932451582428,0.044881766946155456,2,0,3
bert,sentence,bert_bilstm_attention,dfs,5,-0.026000083547826326,0.015550930312283134,0,0,5
bert,sentence,bert_bilstm_attention,ig,5,-0.024639153724787023,0.01851100831961773,0,0,5
bert,sentence,bert_cls,df,5,-0.0357208731390525,0.03919468210784746,0,0,5
bert,sentence,bert_cls,dfs,5,-0.03551406013515468,0.02175928712663356,0,0,5
bert,sentence,bert_cls,ig,5,-0.020492289499644944,0.01174235012814324,0,0,5
bert,sentence,bert_cnn,df,5,-0.043827968598870816,0.03463048703566804,1,0,4
bert,sentence,bert_cnn,dfs,5,-0.0396989707550474,0.020831984786597774,0,0,5
bert,sentence,bert_cnn,ig,5,-0.04234512321697692,0.017511277439768064,0,0,5
bert,sentence,bert_mean,df,5,-0.06706917438680715,0.034441395341387536,0,0,5
bert,sentence,bert_mean,dfs,5,-0.04647347838521332,0.012955969138611542,0,0,5
bert,sentence,bert_mean,ig,5,-0.03679047811850296,0.03249180231004741,1,0,4
classic,sentence,fasttext_cnn,df,5,-0.00683029187111781,0.024249560155671215,2,1,2
classic,sentence,fasttext_cnn,dfs,5,-0.010958775574471624,0.026313734914257977,2,0,3
classic,sentence,fasttext_cnn,ig,5,-0.015021770635509735,0.0243177969997834,2,0,3
classic,sentence,fasttext_lstm,df,5,-0.028739809575223575,0.007543901972557462,0,0,5
classic,sentence,fasttext_lstm,dfs,5,-0.0013886291408391482,0.01890378210136328,2,0,3
classic,sentence,fasttext_lstm,ig,5,-0.002870831847146027,0.0431639271429588,3,0,2
gcn,sentence,fasttext_residual_word_gcn,df,5,0.0027027079135858224,0.022458457063513147,3,0,2
gcn,sentence,fasttext_residual_word_gcn,dfs,5,0.019103531823688357,0.02333451455638375,3,2,0
gcn,sentence,fasttext_residual_word_gcn,ig,5,0.008069434670419873,0.04194842052611409,3,0,2
classic,sentence,fasttext_wa,df,5,-0.030118348709346755,0.038296263703409314,1,1,3
classic,sentence,fasttext_wa,dfs,5,-0.030071626194171606,0.02971385719173196,1,0,4
classic,sentence,fasttext_wa,ig,5,-0.017798771846953266,0.02807855282387288,2,0,3
classic,sentence,random_cnn,df,5,0.006839996272481575,0.018015982802765527,3,1,1
classic,sentence,random_cnn,dfs,5,-0.010912310129531266,0.03424544058592015,2,1,2
classic,sentence,random_cnn,ig,5,0.009607935758148334,0.03403751439200312,3,0,2
classic,sentence,random_lstm,df,5,-0.02863614600303981,0.0423769645124679,1,0,4
classic,sentence,random_lstm,dfs,5,0.0027590062950073823,0.024086549527683833,3,0,2
classic,sentence,random_lstm,ig,5,0.030156652174332187,0.028181282503107925,4,0,1
classic,sentence,random_wa,df,5,-0.013670545213834217,0.02816450369082764,2,0,3
classic,sentence,random_wa,dfs,5,-0.026055739253660847,0.04601332624278126,1,0,4
classic,sentence,random_wa,ig,5,-0.015021899170627174,0.037237665747146126,2,1,2
bert,sst5,bert_bilstm_attention,df,5,-0.10496587414685368,0.08073996483323316,0,1,4
bert,sst5,bert_bilstm_attention,dfs,5,-0.11912145303632592,0.03523323314399031,0,0,5
bert,sst5,bert_bilstm_attention,ig,5,-0.12906155153878848,0.05828084076028074,0,0,5
bert,sst5,bert_cls,df,5,-0.08603095077376935,0.03424474835178174,0,0,5
bert,sst5,bert_cls,dfs,5,-0.14823708092702317,0.034035656930838654,0,0,5
bert,sst5,bert_cls,ig,5,-0.13425708142703568,0.04424411689209245,0,0,5
bert,sst5,bert_cnn,df,5,-0.11113150328758219,0.02231184933080439,0,0,5
bert,sst5,bert_cnn,dfs,5,-0.11408617715442886,0.061861641609695955,0,0,5
bert,sst5,bert_cnn,ig,5,-0.12712667816695417,0.03193994725455775,0,0,5
bert,sst5,bert_mean,df,5,-0.06399074976874422,0.038875255385875114,0,0,5
bert,sst5,bert_mean,dfs,5,-0.09400135003375085,0.0498948623438956,0,0,5
bert,sst5,bert_mean,ig,5,-0.0970211505287632,0.04244733610023854,0,0,5
classic,sst5,fasttext_cnn,df,5,-0.0400006500162504,0.03905244476276232,1,1,3
classic,sst5,fasttext_cnn,dfs,5,-0.022170454261356533,0.056815745552880166,2,0,3
classic,sst5,fasttext_cnn,ig,5,-0.03305060126503162,0.018958202349519004,0,1,4
classic,sst5,fasttext_lstm,df,5,-0.014035325883147076,0.011460903966289744,0,1,4
classic,sst5,fasttext_lstm,dfs,5,-0.019080252006300168,0.02106480877301295,1,0,4
classic,sst5,fasttext_lstm,ig,5,-0.020045326133153334,0.02900591576224789,1,0,4
gcn,sst5,fasttext_residual_word_gcn,df,5,-0.0310755268881722,0.02854739776558651,0,0,5
gcn,sst5,fasttext_residual_word_gcn,dfs,5,0.011935123378084445,0.03758963197887487,4,0,1
gcn,sst5,fasttext_residual_word_gcn,ig,5,-0.02111527788194705,0.0358414187995146,1,0,4
classic,sst5,fasttext_wa,df,5,0.011004925123128072,0.04813970555418712,2,0,3
classic,sst5,fasttext_wa,dfs,5,-0.017030500762519073,0.042276397623529166,1,0,4
classic,sst5,fasttext_wa,ig,5,-0.0030253256331408407,0.05531954781838771,2,0,3
classic,sst5,random_cnn,df,5,0.027965374134353366,0.034154844812150906,3,0,2
classic,sst5,random_cnn,dfs,5,0.02386547163679093,0.053440271558851574,2,0,3
classic,sst5,random_cnn,ig,5,0.010934973374334373,0.035300749042752204,4,0,1
classic,sst5,random_lstm,df,5,0.03398562464061603,0.028092392436241093,4,1,0
classic,sst5,random_lstm,dfs,5,0.050125728143203596,0.03529889732326252,5,0,0
classic,sst5,random_lstm,ig,5,0.027040101002525074,0.039042896595584575,3,0,2
classic,sst5,random_wa,df,5,-0.008020500512512818,0.04411673986336637,1,0,4
classic,sst5,random_wa,dfs,5,0.005879996999924997,0.04050946268978687,2,1,2
classic,sst5,random_wa,ig,5,-0.011025475636890946,0.02882566296732415,2,0,3
bert,wos5736,bert_bilstm_attention,df,5,0.028242127372981284,0.0425573151879838,3,1,1
bert,wos5736,bert_bilstm_attention,dfs,5,0.044282528383006524,0.025213888783282432,5,0,0
bert,wos5736,bert_bilstm_attention,ig,5,0.04728800961140782,0.031136133690655217,5,0,0
bert,wos5736,bert_cls,df,5,0.036343751233374744,0.033369082951778525,4,0,1
bert,wos5736,bert_cls,dfs,5,0.08049587026477693,0.01920044452235593,5,0,0
bert,wos5736,bert_cls,ig,5,0.0623944024996564,0.0261646242568179,5,0,0
bert,wos5736,bert_cnn,df,5,0.04030324108356518,0.03931336749551174,4,1,0
bert,wos5736,bert_cnn,dfs,5,0.03641456518646471,0.05267750398294624,3,0,2
bert,wos5736,bert_cnn,ig,5,0.05130973452001275,0.03064511338222086,5,0,0
bert,wos5736,bert_mean,df,5,0.05341999032209308,0.028022444234578933,5,0,0
bert,wos5736,bert_mean,dfs,5,0.07552094893742903,0.03006119089052842,5,0,0
bert,wos5736,bert_mean,ig,5,0.06439506165319109,0.02645307217919671,5,0,0
classic,wos5736,fasttext_cnn,df,5,0.013969537055685243,0.024996325029437595,3,0,2
classic,wos5736,fasttext_cnn,dfs,5,0.04419191698066562,0.016412099983455372,5,0,0
classic,wos5736,fasttext_cnn,ig,5,0.04019222307968866,0.01278798093785545,5,0,0
classic,wos5736,fasttext_lstm,df,5,0.08829220730518264,0.05470201482716256,4,1,0
classic,wos5736,fasttext_lstm,dfs,5,0.3729485369113923,0.04350209503369407,5,0,0
classic,wos5736,fasttext_lstm,ig,5,0.3026447488598382,0.05104930238142149,5,0,0
gcn,wos5736,fasttext_residual_word_gcn,df,5,0.010935273381834554,0.046768176805933405,2,1,2
gcn,wos5736,fasttext_residual_word_gcn,dfs,5,0.12062870099671275,0.037215363385332725,5,0,0
gcn,wos5736,fasttext_residual_word_gcn,ig,5,0.07096332230640792,0.09943534144685,4,0,1
classic,wos5736,fasttext_wa,df,5,-0.02521684869532905,0.03310935970210308,1,0,4
classic,wos5736,fasttext_wa,dfs,5,0.03218263197696691,0.01220719028536133,5,0,0
classic,wos5736,fasttext_wa,ig,5,0.031146590847512323,0.016806928822956122,5,0,0
classic,wos5736,random_cnn,df,5,0.014100961661097356,0.013010351298464694,4,1,0
classic,wos5736,random_cnn,dfs,5,0.025106033742214116,0.015882834480889316,5,0,0
classic,wos5736,random_cnn,ig,5,0.030111361921103863,0.015008946419565492,5,0,0
classic,wos5736,random_lstm,df,5,0.11247504537867255,0.040487326791497566,5,0,0
classic,wos5736,random_lstm,dfs,5,0.40404532955963496,0.04230691187095734,5,0,0
classic,wos5736,random_lstm,ig,5,0.29443352835089914,0.06999983609755321,5,0,0
classic,wos5736,random_wa,df,5,0.0072572118871499615,0.042473534481425816,3,1,1
classic,wos5736,random_wa,dfs,5,0.038333394883095465,0.04066171408258125,4,0,1
classic,wos5736,random_wa,ig,5,0.05329937816973338,0.039267024624559464,4,1,0
bert,yelp_review_full,bert_bilstm_attention,df,5,-0.007015075376884417,0.028897571387229037,3,0,2
bert,yelp_review_full,bert_bilstm_attention,dfs,5,-0.04107537688442212,0.05207235180476519,1,0,4
bert,yelp_review_full,bert_bilstm_attention,ig,5,-0.022020100502512574,0.03734289921003826,1,0,4
bert,yelp_review_full,bert_cls,df,5,-0.015015075376884424,0.0464413834952949,2,1,2
bert,yelp_review_full,bert_cls,dfs,5,-0.04311557788944724,0.04372640070637392,1,0,4
bert,yelp_review_full,bert_cls,ig,5,-0.043160804020100495,0.06802173793647283,2,0,3
bert,yelp_review_full,bert_cnn,df,5,0.021130653266331668,0.055457867897527414,4,0,1
bert,yelp_review_full,bert_cnn,dfs,5,-0.0379748743718593,0.06666912878545658,1,0,4
bert,yelp_review_full,bert_cnn,ig,5,-0.04095477386934675,0.06746277710553086,2,0,3
bert,yelp_review_full,bert_mean,df,5,-0.012989949748743712,0.021108727921999186,1,1,3
bert,yelp_review_full,bert_mean,dfs,5,-0.0550603015075377,0.04509803047493721,1,0,4
bert,yelp_review_full,bert_mean,ig,5,-0.03003517587939698,0.02768978509999431,1,0,4
classic,yelp_review_full,fasttext_cnn,df,5,0.04013065326633166,0.035690985285442754,4,0,1
classic,yelp_review_full,fasttext_cnn,dfs,5,0.04207035175879398,0.043731560342222024,3,1,1
classic,yelp_review_full,fasttext_cnn,ig,5,0.05105025125628142,0.037778858879376195,5,0,0
classic,yelp_review_full,fasttext_lstm,df,5,0.021040201005025128,0.025348145326694906,4,0,1
classic,yelp_review_full,fasttext_lstm,dfs,5,0.09816582914572865,0.04018915890162257,5,0,0
classic,yelp_review_full,fasttext_lstm,ig,5,0.09819095477386935,0.03092145224082462,5,0,0
gcn,yelp_review_full,fasttext_residual_word_gcn,df,5,-0.053130653266331665,0.026497173424535524,0,0,5
gcn,yelp_review_full,fasttext_residual_word_gcn,dfs,5,0.02102512562814072,0.015199015609674973,4,0,1
gcn,yelp_review_full,fasttext_residual_word_gcn,ig,5,-0.013015075376884433,0.024720496340480586,2,0,3
classic,yelp_review_full,fasttext_wa,df,5,0.002939698492462295,0.04005640608936657,3,1,1
classic,yelp_review_full,fasttext_wa,dfs,5,0.008999999999999998,0.039173128243921725,3,0,2
classic,yelp_review_full,fasttext_wa,ig,5,0.017040201005025124,0.01924657064397439,4,0,1
classic,yelp_review_full,random_cnn,df,5,0.020040201005025127,0.04330239495866636,3,0,2
classic,yelp_review_full,random_cnn,dfs,5,0.05414070351758794,0.046348303755134976,5,0,0
classic,yelp_review_full,random_cnn,ig,5,0.03312060301507537,0.03836455683611878,4,0,1
classic,yelp_review_full,random_lstm,df,5,0.033095477386934656,0.030594274523104995,4,0,1
classic,yelp_review_full,random_lstm,dfs,5,0.07116582914572864,0.04214414489302065,5,0,0
classic,yelp_review_full,random_lstm,ig,5,0.06522613065326632,0.05353495778232137,4,0,1
classic,yelp_review_full,random_wa,df,5,-0.0010100502512562892,0.0054864097460652515,2,0,3
classic,yelp_review_full,random_wa,dfs,5,0.01906030150753769,0.013938832564322982,4,1,0
classic,yelp_review_full,random_wa,ig,5,0.02109547738693466,0.03970381380911809,3,0,2
bert,yelp_review_polarity,bert_bilstm_attention,df,5,-0.017000000000000015,0.040093640393458946,2,0,3
bert,yelp_review_polarity,bert_bilstm_attention,dfs,5,-0.02200000000000002,0.021965882636488816,0,2,3
bert,yelp_review_polarity,bert_bilstm_attention,ig,5,-0.04200000000000004,0.03492849839314599,1,0,4
bert,yelp_review_polarity,bert_cls,df,5,-0.01200000000000001,0.04751315607281844,2,0,3
bert,yelp_review_polarity,bert_cls,dfs,5,-0.008000000000000007,0.03993745109543175,1,0,4
bert,yelp_review_polarity,bert_cls,ig,5,-0.026000000000000023,0.024083189157584613,1,0,4
bert,yelp_review_polarity,bert_cnn,df,5,-0.014000000000000012,0.021621748310439674,1,0,4
bert,yelp_review_polarity,bert_cnn,dfs,5,-0.02200000000000002,0.025149552679918606,1,0,4
bert,yelp_review_polarity,bert_cnn,ig,5,-0.02300000000000002,0.012549900398011144,0,0,5
bert,yelp_review_polarity,bert_mean,df,5,-0.015000000000000013,0.026220221204253814,2,0,3
bert,yelp_review_polarity,bert_mean,dfs,5,-0.02100000000000002,0.023021728866442697,1,0,4
bert,yelp_review_polarity,bert_mean,ig,5,-0.03600000000000003,0.012942179105544797,0,0,5
classic,yelp_review_polarity,fasttext_cnn,df,5,-0.0010000000000000009,0.023291629397704253,1,0,4
classic,yelp_review_polarity,fasttext_cnn,dfs,5,-0.006000000000000005,0.01673320053068146,2,1,2
classic,yelp_review_polarity,fasttext_cnn,ig,5,-0.013000000000000012,0.03718198488515637,2,0,3
classic,yelp_review_polarity,fasttext_lstm,df,5,-0.036999999999999963,0.02752271788904576,0,0,5
classic,yelp_review_polarity,fasttext_lstm,dfs,5,-0.007999999999999985,0.03701351104664349,2,0,3
classic,yelp_review_polarity,fasttext_lstm,ig,5,-0.008000000000000007,0.04147288270665548,2,0,3
gcn,yelp_review_polarity,fasttext_residual_word_gcn,df,5,-0.005999999999999983,0.0354259791678367,2,0,3
gcn,yelp_review_polarity,fasttext_residual_word_gcn,dfs,5,0.015000000000000013,0.04650268809434567,4,0,1
gcn,yelp_review_polarity,fasttext_residual_word_gcn,ig,5,0.010000000000000031,0.03372684390808009,4,0,1
classic,yelp_review_polarity,fasttext_wa,df,5,-0.007000000000000006,0.014404860290887946,1,1,3
classic,yelp_review_polarity,fasttext_wa,dfs,5,-0.01799999999999997,0.02949576240750525,1,0,4
classic,yelp_review_polarity,fasttext_wa,ig,5,-0.023999999999999976,0.026551836094703508,1,0,4
classic,yelp_review_polarity,random_cnn,df,5,0.029000000000000005,0.032287768581925884,4,0,1
classic,yelp_review_polarity,random_cnn,dfs,5,0.020999999999999998,0.03416869912653977,3,0,2
classic,yelp_review_polarity,random_cnn,ig,5,0.012999999999999989,0.031144823004794854,3,0,2
classic,yelp_review_polarity,random_lstm,df,5,-0.009000000000000008,0.06730527468185536,2,0,3
classic,yelp_review_polarity,random_lstm,dfs,5,0.08700000000000001,0.03581200915893995,5,0,0
classic,yelp_review_polarity,random_lstm,ig,5,0.082,0.03309078421554857,5,0,0
classic,yelp_review_polarity,random_wa,df,5,-0.006000000000000028,0.020432816741702525,1,1,3
classic,yelp_review_polarity,random_wa,dfs,5,-0.004000000000000026,0.04979959839195489,2,0,3
classic,yelp_review_polarity,random_wa,ig,5,-0.006000000000000005,0.04979959839195487,2,0,3
