family,dataset_id,model,selector,feature_count,folds,accuracy_delta_mean,accuracy_delta_std,wins,ties,losses
classic,wos5736,fasttext_lstm,df,1500,5,0.05337694356064485,0.06463592639118305,4,0,1
classic,wos5736,fasttext_lstm,df,2000,5,0.02719425853666647,0.09052981532509481,2,0,3
classic,wos5736,fasttext_lstm,dfs,500,5,0.421353401855351,0.058160661751551164,5,0,0
classic,wos5736,fasttext_lstm,dfs,1000,5,0.3729485369113923,0.04350209503369407,5,0,0
classic,wos5736,fasttext_lstm,dfs,1500,5,0.34576062371102423,0.05069684532079542,5,0,0
classic,wos5736,fasttext_lstm,dfs,2000,5,0.29364952397921623,0.061384480090251804,5,0,0
classic,wos5736,fasttext_lstm,ig,500,5,0.36912148692042174,0.06088504625187588,5,0,0
classic,wos5736,fasttext_lstm,ig,1000,5,0.3026447488598382,0.05104930238142149,5,0,0
classic,wos5736,fasttext_lstm,ig,1500,5,0.17804594861064416,0.0657766220213385,5,0,0
classic,wos5736,fasttext_lstm,ig,2000,5,0.12691824909835941,0.08352388089491229,4,0,1
classic,wos5736,fasttext_wa,df,500,5,-0.00716680353557062,0.024313626006697807,2,0,3
classic,wos5736,fasttext_wa,df,1000,5,-0.02521684869532905,0.03310935970210308,1,0,4
classic,wos5736,fasttext_wa,df,1500,5,0.001949642649695682,0.011517344744649414,2,1,2
classic,wos5736,fasttext_wa,df,2000,5,0.002954870826085365,0.023676360404420567,2,0,3
classic,wos5736,fasttext_wa,dfs,500,5,0.032182428926205396,0.023772313715286177,4,1,0
classic,wos5736,fasttext_wa,dfs,1000,5,0.03218263197696691,0.01220719028536133,5,0,0
classic,wos5736,fasttext_wa,dfs,1500,5,0.030070751768794257,0.02214573793936258,4,1,0
classic,wos5736,fasttext_wa,dfs,2000,5,0.032071004820805785,0.01886637634644802,5,0,0
classic,wos5736,fasttext_wa,ig,500,5,0.019076492140729928,0.015586683565933731,4,1,0
classic,wos5736,fasttext_wa,ig,1000,5,0.031146590847512323,0.016806928822956122,5,0,0
classic,wos5736,fasttext_wa,ig,1500,5,0.023035575889397242,0.025949285497871434,3,1,1
classic,wos5736,fasttext_wa,ig,2000,5,0.01697501828408654,0.020166712943783877,4,0,1
classic,wos5736,random_cnn,df,500,5,0.017095630436446175,0.01446663576060465,4,1,0
classic,wos5736,random_cnn,df,1000,5,0.014100961661097356,0.013010351298464694,4,1,0
classic,wos5736,random_cnn,df,1500,5,0.006019744402239513,0.013028227669101115,3,0,2
classic,wos5736,random_cnn,df,2000,5,0.011075479932683586,0.018241980232557495,3,0,2
classic,wos5736,random_cnn,dfs,500,5,0.022140959615360934,0.019623003557266278,4,0,1
classic,wos5736,random_cnn,dfs,1000,5,0.025106033742214116,0.015882834480889316,5,0,0
classic,wos5736,random_cnn,dfs,1500,5,0.02311557788944727,0.02649532929942528,3,2,0
classic,wos5736,random_cnn,dfs,2000,5,0.0241514159681403,0.014824590612435372,5,0,0
classic,wos5736,random_cnn,ig,500,5,0.026080855067061925,0.018906492544075892,5,0,0
classic,wos5736,random_cnn,ig,1000,5,0.030111361921103863,0.015008946419565492,5,0,0
classic,wos5736,random_cnn,ig,1500,5,0.017086036287963034,0.0057302594741503255,5,0,0
classic,wos5736,random_cnn,ig,2000,5,0.01809065531206806,0.017261718244913,5,0,0
classic,wos5736,random_lstm,df,500,5,0.16573482864990408,0.02269642330565667,5,0,0
classic,wos5736,random_lstm,df,1000,5,0.11247504537867255,0.040487326791497566,5,0,0
classic,wos5736,random_lstm,df,1500,5,0.10764215805902762,0.03551299139292231,5,0,0
classic,wos5736,random_lstm,df,2000,5,0.09751048344736538,0.028153648927001007,5,0,0
classic,wos5736,random_lstm,dfs,500,5,0.4633756706861834,0.021004757206669264,5,0,0
classic,wos5736,random_lstm,dfs,1000,5,0.40404532955963496,0.04230691187095734,5,0,0
classic,wos5736,random_lstm,dfs,1500,5,0.34778229861837917,0.045594384774019205,5,0,0
classic,wos5736,random_lstm,dfs,2000,5,0.30449479511099453,0.027399047217694542,5,0,0
classic,wos5736,random_lstm,ig,500,5,0.417222689450485,0.046141469468212785,5,0,0
classic,wos5736,random_lstm,ig,1000,5,0.29443352835089914,0.06999983609755321,5,0,0
classic,wos5736,random_lstm,ig,1500,5,0.22617857324605706,0.052252336777164024,5,0,0
classic,wos5736,random_lstm,ig,2000,5,0.2091031463603849,0.0316377417375216,5,0,0
classic,wos5736,random_wa,df,500,5,0.02307679519399153,0.02755918870030995,4,0,1
classic,wos5736,random_wa,df,1000,5,0.0072572118871499615,0.042473534481425816,3,1,1
classic,wos5736,random_wa,df,1500,5,0.023187813197868022,0.01924862960070872,5,0,0
classic,wos5736,random_wa,df,2000,5,0.008021215758820376,0.020535539645518228,2,0,3
classic,wos5736,random_wa,dfs,500,5,0.04834506649468266,0.047869231089575796,4,0,1
classic,wos5736,random_wa,dfs,1000,5,0.038333394883095465,0.04066171408258125,4,0,1
classic,wos5736,random_wa,dfs,1500,5,0.04629359388807055,0.019443073664600994,5,0,0
classic,wos5736,random_wa,dfs,2000,5,0.04724841471290588,0.034584064946185634,4,1,0
classic,wos5736,random_wa,ig,500,5,0.0444363900975697,0.052962135396712476,4,0,1
classic,wos5736,random_wa,ig,1000,5,0.05329937816973338,0.039267024624559464,4,1,0
classic,wos5736,random_wa,ig,1500,5,0.052324353794124034,0.020853088380840382,5,0,0
classic,wos5736,random_wa,ig,2000,5,0.041238061408387996,0.033080788024909796,4,0,1
gcn,20ng,fasttext_residual_word_gcn,df,500,5,-0.18437129811494019,0.04321771572012609,0,0,5
gcn,20ng,fasttext_residual_word_gcn,df,1000,5,-0.13394094839680637,0.050057199881321526,0,0,5
gcn,20ng,fasttext_residual_word_gcn,df,1500,5,-0.08963775731449122,0.03300583961171077,0,0,5
gcn,20ng,fasttext_residual_word_gcn,df,2000,5,-0.09063257913935156,0.017916778275534933,0,0,5
gcn,20ng,fasttext_residual_word_gcn,dfs,500,5,0.07268405479172511,0.02143777898296,5,0,0
gcn,20ng,fasttext_residual_word_gcn,dfs,1000,5,0.07050649185011351,0.026797902131402436,5,0,0
gcn,20ng,fasttext_residual_word_gcn,dfs,1500,5,0.03438604188454965,0.0492106797664104,3,0,2
gcn,20ng,fasttext_residual_word_gcn,dfs,2000,5,0.057481519271484316,0.03570559167218559,5,0,0
gcn,20ng,fasttext_residual_word_gcn,ig,500,5,-0.0655520240797898,0.006534251511714628,0,0,5
gcn,20ng,fasttext_residual_word_gcn,ig,1000,5,-0.05050177282350839,0.024984610632076104,0,0,5
gcn,20ng,fasttext_residual_word_gcn,ig,1500,5,-0.047293140831058844,0.03241667719358025,1,0,4
gcn,20ng,fasttext_residual_word_gcn,ig,2000,5,-0.061307604009897196,0.04350572446231726,0,1,4
gcn,amazon_review_full,fasttext_residual_word_gcn,df,500,5,-0.03302532866351961,0.034756391289167056,1,0,4
gcn,amazon_review_full,fasttext_residual_word_gcn,df,1000,5,-0.01808578244759148,0.009895223803595867,0,0,5
gcn,amazon_review_full,fasttext_residual_word_gcn,df,1500,5,-0.006959748236130136,0.025211034670075842,2,0,3
gcn,amazon_review_full,fasttext_residual_word_gcn,df,2000,5,-0.013040353281559313,0.014407653288804568,1,0,4
gcn,amazon_review_full,fasttext_residual_word_gcn,dfs,500,5,-0.015960002030353783,0.05989364848696195,1,0,4
gcn,amazon_review_full,fasttext_residual_word_gcn,dfs,1000,5,0.014019745190599463,0.05117059155758377,3,0,2
gcn,amazon_review_full,fasttext_residual_word_gcn,dfs,1500,5,-0.012025430181209062,0.02719173257481917,1,0,4
gcn,amazon_review_full,fasttext_residual_word_gcn,dfs,2000,5,-0.009030658342216124,0.046683418205647226,1,0,4
gcn,amazon_review_full,fasttext_residual_word_gcn,ig,500,5,-0.020055783970356844,0.042160380296719056,1,1,3
gcn,amazon_review_full,fasttext_residual_word_gcn,ig,1000,5,-0.002015329171108071,0.039701148486665526,3,0,2
gcn,amazon_review_full,fasttext_residual_word_gcn,ig,1500,5,-0.006010405563169385,0.04280922621977265,2,0,3
gcn,amazon_review_full,fasttext_residual_word_gcn,ig,2000,5,-0.022050809603573418,0.05004123435612646,1,0,4
gcn,farm_ads,fasttext_residual_word_gcn,df,500,5,-0.010252953261427833,0.02019609878998014,1,0,4
gcn,farm_ads,fasttext_residual_word_gcn,df,1000,5,0.013565742167437089,0.033630192159210065,3,0,2
gcn,farm_ads,fasttext_residual_word_gcn,df,1500,5,-0.0023561890087313575,0.04394106319869043,1,0,4
gcn,farm_ads,fasttext_residual_word_gcn,df,2000,5,-0.0023561890087313796,0.043012897954023147,1,0,4
gcn,farm_ads,fasttext_residual_word_gcn,dfs,500,5,0.013552901900359515,0.0382887998904658,3,0,2
gcn,farm_ads,fasttext_residual_word_gcn,dfs,1000,5,0.015812788906009255,0.05182132392297663,2,0,3
gcn,farm_ads,fasttext_residual_word_gcn,dfs,1500,5,0.01581920903954801,0.042993876813245416,2,1,2
gcn,farm_ads,fasttext_residual_word_gcn,dfs,2000,5,0.02263097072419109,0.0475494980090208,3,0,2
gcn,farm_ads,fasttext_residual_word_gcn,ig,500,5,0.01012455059065227,0.05451580229732961,3,1,1
gcn,farm_ads,fasttext_residual_word_gcn,ig,1000,5,0.02489727786337954,0.04483863273609463,3,0,2
gcn,farm_ads,fasttext_residual_word_gcn,ig,1500,5,0.018085516178736504,0.05616138462008486,2,0,3
gcn,farm_ads,fasttext_residual_word_gcn,ig,2000,5,0.02035182331792502,0.04744953764284351,3,0,2
gcn,wos5736,fasttext_residual_word_gcn,df,500,5,0.004985124628115689,0.053991605276654656,3,1,1
gcn,wos5736,fasttext_residual_word_gcn,df,1000,5,0.010935273381834554,0.046768176805933405,2,1,2
gcn,wos5736,fasttext_residual_word_gcn,df,1500,5,0.019858466004797348,0.09401399961224777,2,0,3
gcn,wos5736,fasttext_residual_word_gcn,df,2000,5,0.022751101772468196,0.09301595481313317,3,0,2
gcn,wos5736,fasttext_residual_word_gcn,dfs,500,5,0.12854707154480893,0.06584689722242693,5,0,0
gcn,wos5736,fasttext_residual_word_gcn,dfs,1000,5,0.12062870099671275,0.037215363385332725,5,0,0
gcn,wos5736,fasttext_residual_word_gcn,dfs,1500,5,0.10458687863135667,0.05066933712696311,5,0,0
gcn,wos5736,fasttext_residual_word_gcn,dfs,2000,5,0.0943764203242137,0.051291325476157314,5,0,0
gcn,wos5736,fasttext_residual_word_gcn,ig,500,5,0.1195730654687687,0.04168210364336102,5,0,0
gcn,wos5736,fasttext_residual_word_gcn,ig,1000,5,0.07096332230640792,0.09943534144685,4,0,1
gcn,wos5736,fasttext_residual_word_gcn,ig,1500,5,0.05993967108060949,0.07702685197294078,4,0,1
gcn,wos5736,fasttext_residual_word_gcn,ig,2000,5,0.052963887548965374,0.07969557195247606,4,0,1
