family,dataset_id,model,selector,feature_count,folds,test_accuracy_mean,test_accuracy_std,test_macro_f1_mean,test_macro_f1_std,test_balanced_accuracy_mean,test_balanced_accuracy_std,best_epoch_mean,best_epoch_std
classic,amazon_review_full,fasttext_lstm,ig,500,5,0.36999319831480637,0.03700857180358659,0.3693606174415688,0.03832985283854351,0.3697692307692308,0.037311370864553384,17.2,11.541230437002806
classic,amazon_review_full,fasttext_lstm,none,all,5,0.32396309831988224,0.014970334500622105,0.3176843937908018,0.017788263537767173,0.3241538461538461,0.014714184723733597,19.6,16.816658407662327
classic,amazon_review_full,fasttext_wa,df,1000,5,0.38610425866707276,0.02802631356228138,0.37771685383915615,0.028511875750482526,0.3858974358974359,0.028236433675647904,23.8,3.03315017762062
classic,amazon_review_full,fasttext_wa,df,1500,5,0.3610891325313436,0.024811530162709327,0.35641494797264917,0.03190065902709666,0.36092307692307696,0.024786962119716486,40.2,26.262140049889307
classic,amazon_review_full,fasttext_wa,df,2000,5,0.3621344601796863,0.017608864941145524,0.35671574664744027,0.020008436589956515,0.362,0.01747229421366173,34.6,24.337214302380623
classic,amazon_review_full,fasttext_wa,df,500,5,0.37312430841074057,0.0211524287060598,0.3601812239135747,0.026470107535054833,0.372974358974359,0.021079784882761122,26.6,14.046351839534704
classic,amazon_review_full,fasttext_wa,dfs,1000,5,0.3711092330338561,0.017493065109051426,0.36618347015012026,0.029427628795303678,0.3711282051282051,0.017505376275692645,38.2,38.40833242930497
classic,amazon_review_full,fasttext_wa,dfs,1500,5,0.38010938531039035,0.025029527891466407,0.37878539454143356,0.031234157584445053,0.379948717948718,0.025233394432949544,26.4,10.830512453249845
classic,amazon_review_full,fasttext_wa,dfs,2000,5,0.36409415765697173,0.01033191930541456,0.362093782732033,0.009867861265605711,0.364,0.01031449896451055,41.8,17.82414093301554
classic,amazon_review_full,fasttext_wa,dfs,500,5,0.3731092330338561,0.012568260092002844,0.35880453145518515,0.017892746387318418,0.37333333333333335,0.01255886861154711,14.2,12.794530081249565
classic,amazon_review_full,fasttext_wa,ig,1000,5,0.3891951169991371,0.02025601351161534,0.3898018606155734,0.021724732344292605,0.3890512820512821,0.020358110489971652,42.8,17.137677789012137
classic,amazon_review_full,fasttext_wa,ig,1500,5,0.3470840566468707,0.01426935834350863,0.34623568935994364,0.016584466039053922,0.3469230769230769,0.01408127764136299,50.0,32.25678223257862
classic,amazon_review_full,fasttext_wa,ig,2000,5,0.36707380336023554,0.019841270983312356,0.3558113685574955,0.01832379302669359,0.3668205128205128,0.01965418485332124,34.4,28.92749557082327
classic,amazon_review_full,fasttext_wa,ig,500,5,0.3580587787421958,0.008902663354136336,0.34782249356952144,0.017148287636854772,0.3576923076923077,0.00916240711505508,23.2,6.723094525588644
classic,amazon_review_full,fasttext_wa,none,all,5,0.3680838028526471,0.03734242516970308,0.3644781699700702,0.037604829378961147,0.36805128205128207,0.03714713446482863,24.6,13.258959235173778
classic,amazon_review_full,random_cnn,df,1000,5,0.33601350185269785,0.017399756702206465,0.33065641957410663,0.016682009381484335,0.33615384615384614,0.017405705383053485,28.0,11.726039399558575
classic,amazon_review_full,random_cnn,df,1500,5,0.3440337038728999,0.02307880096759192,0.33221525010028424,0.03462728881184121,0.34394871794871795,0.02329074727467445,19.6,16.486357996840905
classic,amazon_review_full,random_cnn,df,2000,5,0.3320335008375209,0.023702276395695478,0.3151640924562114,0.038041987070868186,0.332,0.02377757577626841,28.4,21.12581359380036
classic,amazon_review_full,random_cnn,df,500,5,0.3309932490736511,0.014514510188364001,0.32320384549592746,0.01053894054994245,0.33076923076923076,0.01461538461538461,25.2,16.48332490731163
classic,amazon_review_full,random_cnn,dfs,1000,5,0.34191254251053244,0.03248371966634745,0.3407170912349625,0.03569861473949757,0.34174358974358976,0.0326544023590293,26.2,10.084641788382967
classic,amazon_review_full,random_cnn,dfs,1500,5,0.3249783767321456,0.03824879851931543,0.32296922125534816,0.04531645557347165,0.3249230769230769,0.038486914705524206,30.4,15.69394787808345
classic,amazon_review_full,random_cnn,dfs,2000,5,0.3469680726866657,0.03011083270436013,0.33800391310319905,0.03589384408270523,0.34664102564102567,0.030449919004652135,22.2,12.070625501605125
classic,amazon_review_full,random_cnn,dfs,500,5,0.35807405715445917,0.02411212582485004,0.3550732752053847,0.024621545315166856,0.35817948717948717,0.024006286159002802,19.2,5.357238094391549
classic,amazon_review_full,random_cnn,ig,1000,5,0.36505395665194657,0.03475914485919972,0.35476581260838846,0.03173900058100441,0.36487179487179483,0.03461301036491952,18.0,11.895377253370318
classic,amazon_review_full,random_cnn,ig,1500,5,0.35912461296380893,0.04522091975378253,0.34794967468735977,0.05303779590172284,0.35902564102564105,0.04545912325283564,33.0,28.098042636454235
classic,amazon_review_full,random_cnn,ig,2000,5,0.3499980711639003,0.03400528587383129,0.3391711901550954,0.04503364715097534,0.34989743589743594,0.03382057599962995,27.0,16.263455967290593
classic,amazon_review_full,random_cnn,ig,500,5,0.3330185777371707,0.04180776110663856,0.3310749874611915,0.052262118385866696,0.33307692307692305,0.04182543714818081,32.8,20.1791972090071
classic,amazon_review_full,random_cnn,none,all,5,0.3268672148621897,0.03686348317147411,0.31936112917273113,0.036976987520441346,0.32705128205128203,0.03663157276998752,34.4,20.80384579831335
classic,amazon_review_full,random_lstm,df,1000,5,0.24169082787675752,0.03933748189970607,0.23637392016548403,0.03442261426428338,0.24161538461538462,0.03939013633178598,17.6,11.802542099056456
classic,amazon_review_full,random_lstm,df,1500,5,0.29085701233439926,0.023234742417964863,0.2864798013829243,0.023024636277026993,0.2907435897435897,0.023501507218721334,17.2,11.882760622010359
classic,amazon_review_full,random_lstm,df,2000,5,0.25677635653012537,0.01649381489936725,0.2543152655442501,0.020169836636395284,0.25674358974358974,0.016651521718521904,14.8,8.25832912882503
classic,amazon_review_full,random_lstm,df,500,5,0.2537412314095731,0.012014160788727074,0.24998439293398475,0.017912782160542495,0.25366666666666665,0.011827088109473272,25.2,20.32732151563506
classic,amazon_review_full,random_lstm,dfs,1000,5,0.33292771940510635,0.025752225235999238,0.33115233882476663,0.02686603111597637,0.33287179487179486,0.02582396279755226,11.2,5.540758070878027
classic,amazon_review_full,random_lstm,dfs,1500,5,0.2886957514846962,0.05729759357185615,0.28116711273837763,0.061202665415263556,0.2885128205128205,0.05755700658679256,25.2,16.437761404765553
classic,amazon_review_full,random_lstm,dfs,2000,5,0.3148620882188721,0.04087203970740254,0.3144082225944762,0.04385005998950999,0.31466666666666665,0.040938669833123005,24.0,12.589678312014172
classic,amazon_review_full,random_lstm,dfs,500,5,0.33704395715953506,0.047600682506691305,0.33056973050492033,0.04083800242978197,0.3370512820512821,0.04753307786293942,15.2,8.927485648266257
classic,amazon_review_full,random_lstm,ig,1000,5,0.3139428962996802,0.01820873702571339,0.30878244742018646,0.02013754354760932,0.31402564102564107,0.018320912055365395,10.8,6.300793600809346
classic,amazon_review_full,random_lstm,ig,1500,5,0.3118775189076697,0.03524203530520228,0.312792692878875,0.03658831293132498,0.3117179487179487,0.03556133869799371,12.2,6.942621983083913
classic,amazon_review_full,random_lstm,ig,2000,5,0.3159379219328968,0.021608054170712175,0.31600458982281443,0.019354696906863537,0.316,0.021604637350105784,31.2,24.10808992848666
classic,amazon_review_full,random_lstm,ig,500,5,0.3128269123394751,0.04112971124108314,0.3066179015332063,0.04132858061767435,0.31269230769230766,0.041296481790632264,23.8,23.94159560263267
classic,amazon_review_full,random_lstm,none,all,5,0.261776610324349,0.025015949117693035,0.2561996231280668,0.029137322977999737,0.2615384615384615,0.025048768999740623,17.0,12.409673645990857
classic,amazon_review_full,random_wa,df,1000,5,0.3530639053855134,0.02113911249970908,0.35017215414762254,0.019921181130285976,0.3527948717948718,0.0211358509317418,71.4,28.094483444263574
classic,amazon_review_full,random_wa,df,1500,5,0.33594776914877417,0.04391063293177739,0.3345741875160798,0.04432006159422136,0.33576923076923076,0.043984636610129926,39.2,15.61089363233252
classic,amazon_review_full,random_wa,df,2000,5,0.3521191310085783,0.036285417755170024,0.35215628426940226,0.03632319024782791,0.35194871794871796,0.03611875456456381,68.0,31.280984639234106
classic,amazon_review_full,random_wa,df,500,5,0.34192254200294403,0.030651958940662048,0.3389392639757304,0.03256291933886892,0.3417179487179487,0.030872236771690372,69.0,27.76688675382964
classic,amazon_review_full,random_wa,dfs,1000,5,0.3570135018526978,0.022738572647141745,0.3550078112004864,0.021703668757754608,0.3567692307692308,0.023010481275295164,31.6,10.737783756436894
classic,amazon_review_full,random_wa,dfs,1500,5,0.34501862849601544,0.026058741360313248,0.34151965595797024,0.020888622799039476,0.3447948717948718,0.025979591697077857,38.0,15.313392831113555
classic,amazon_review_full,random_wa,dfs,2000,5,0.3409377188975179,0.05020444704353638,0.33312701376836445,0.05321737334663931,0.34084615384615385,0.0503110476154398,32.6,25.793410011086166
classic,amazon_review_full,random_wa,dfs,500,5,0.3308874676412365,0.041032617485862066,0.32920627489355714,0.03595117116124917,0.33056410256410257,0.04134348033495056,48.2,35.273219303034985
classic,amazon_review_full,random_wa,ig,1000,5,0.3550992335414446,0.026863289795858822,0.35177315237475215,0.027689070803018218,0.35507692307692307,0.026810754708648892,31.6,19.932385707686876
classic,amazon_review_full,random_wa,ig,1500,5,0.35615983960205067,0.03591218632116241,0.35665632183405144,0.03744531730905793,0.3561025641025641,0.03594394880395448,56.0,28.178005607210743
classic,amazon_review_full,random_wa,ig,2000,5,0.3529881224303335,0.021481653056445303,0.3512393118075687,0.024501024081424745,0.3528205128205128,0.02168524465240018,57.6,38.48766036017258
classic,amazon_review_full,random_wa,ig,500,5,0.36205400741079136,0.03231244650672647,0.35845220478205003,0.03323183308244954,0.3617948717948718,0.03246071818139691,44.0,19.183326093250876
classic,amazon_review_full,random_wa,none,all,5,0.3209529973097812,0.026039758310420616,0.3213099321633897,0.024531755527576967,0.32087179487179485,0.02603059823952244,41.4,26.378021153983482
classic,farm_ads,fasttext_cnn,df,1000,5,0.81948510529019,0.033915412004802276,0.8194108626198652,0.03385391242271294,0.8196901563249033,0.03362763274710261,17.6,17.30028901492689
classic,farm_ads,fasttext_cnn,df,1500,5,0.8365048793014894,0.0368774462782344,0.8361521401989475,0.036750832415793924,0.8363353427238516,0.036578815029377924,6.8,1.3038404810405297
classic,farm_ads,fasttext_cnn,df,2000,5,0.8387904468412943,0.022080266408644692,0.838217858181072,0.022394470285613026,0.8379824583381354,0.022362748682145942,15.0,6.244997998398398
classic,farm_ads,fasttext_cnn,df,500,5,0.8262968669748331,0.03224123690698508,0.8259519145570484,0.03221057018727369,0.8262346226504913,0.03220150672373898,20.6,18.10524785801067
classic,farm_ads,fasttext_cnn,dfs,1000,5,0.8353556753980482,0.03548795961539191,0.8346427899412356,0.03584048236325173,0.8344015674248233,0.03570127639675126,11.0,5.338539126015656
classic,farm_ads,fasttext_cnn,dfs,1500,5,0.8228620955315871,0.05414385182065452,0.8224039220109525,0.05418384943325667,0.8220958961998633,0.054012927837417825,10.6,5.9833101206606365
classic,farm_ads,fasttext_cnn,dfs,2000,5,0.8296931176168464,0.03702269384218464,0.8290641661724414,0.037128474373591534,0.8286757231216876,0.03700570957945672,10.6,9.044335243676011
classic,farm_ads,fasttext_cnn,dfs,500,5,0.8137840267077555,0.03541012853074877,0.8134746648511904,0.03547186459455655,0.8132845768003086,0.03541260886877598,16.4,10.382677881933928
classic,farm_ads,fasttext_cnn,ig,1000,5,0.8160695942475603,0.031801227617522985,0.8155301445186453,0.03203679424819008,0.8152741907735068,0.032089822938017876,13.6,10.784247771634329
classic,farm_ads,fasttext_cnn,ig,1500,5,0.821738572162301,0.032811769361527805,0.8208673571173305,0.033217429881504355,0.8206381777517209,0.033143522037179726,20.2,15.039946808416577
classic,farm_ads,fasttext_cnn,ig,2000,5,0.8205957883923986,0.04884371289070546,0.8194838632720334,0.04985366790729529,0.8193293178929294,0.049706726204024006,7.6,8.17312669668102
classic,farm_ads,fasttext_cnn,ig,500,5,0.8274075500770416,0.037629100433469044,0.8268601326081515,0.03726239827888473,0.826648109452487,0.0369389841705463,8.6,4.722287581247038
classic,farm_ads,fasttext_cnn,none,all,5,0.8444658448895737,0.03574999492907625,0.8437433665747253,0.035797410002351406,0.8433025661069437,0.03564703521170289,22.0,8.602325267042627
classic,farm_ads,fasttext_lstm,df,1000,5,0.8070107858243452,0.03541223825501261,0.8058841288955617,0.03536929234889523,0.8065026416052408,0.03569747384993348,11.4,7.861297602813418
classic,farm_ads,fasttext_lstm,df,1500,5,0.82179635336415,0.03251683239119584,0.8217705748498655,0.03249652228289587,0.8222528558233072,0.03239761297448797,18.4,9.09945053286186
classic,farm_ads,fasttext_lstm,df,2000,5,0.81948510529019,0.02904420978213574,0.8180447871306717,0.02941550333899796,0.8184525855661287,0.029577827023344265,9.8,4.764451699828638
classic,farm_ads,fasttext_lstm,df,500,5,0.7888161273754494,0.03382122905387027,0.7879648190201609,0.033982497000505575,0.7880361088979421,0.03407578998393726,8.6,3.646916505762094
classic,farm_ads,fasttext_lstm,dfs,1000,5,0.8524011299435028,0.02562590491466014,0.8512701125294216,0.025524515555284392,0.8507286754892773,0.025233798303564176,4.8,1.0954451150103321
classic,farm_ads,fasttext_lstm,dfs,1500,5,0.8342449922958397,0.026072191152828186,0.8338702574687027,0.026131162988947357,0.8340479614624622,0.025923542705749182,5.2,2.4899799195977463
classic,farm_ads,fasttext_lstm,dfs,2000,5,0.8433230611196713,0.027632050764722717,0.8419402034004921,0.02915932642818246,0.8422038654459995,0.0285010921225936,7.0,5.244044240850758
classic,farm_ads,fasttext_lstm,dfs,500,5,0.8217770929635336,0.01607259627090889,0.8204288109987568,0.016198371247665704,0.8203950298067946,0.015958797203941957,10.2,9.57601169589929
classic,farm_ads,fasttext_lstm,ig,1000,5,0.8263097072419107,0.029292641109377834,0.8256221023516717,0.0291730731670921,0.8254429094237575,0.02916131740822282,6.8,2.588435821108957
classic,farm_ads,fasttext_lstm,ig,1500,5,0.8387711864406779,0.03648850999286784,0.8378851473825284,0.03614298215315072,0.8375050318278773,0.035747243954899234,8.8,7.463243262818116
classic,farm_ads,fasttext_lstm,ig,2000,5,0.8342835130970724,0.018531743540098854,0.833697776388234,0.018429933418730626,0.8336192747820654,0.018266577105019402,10.4,6.8044103344816
classic,farm_ads,fasttext_lstm,ig,500,5,0.8274075500770416,0.03496070440258122,0.8269999379804852,0.03494111686012214,0.8267938779566687,0.034787074939498036,9.0,5.830951894845301
classic,farm_ads,fasttext_lstm,none,all,5,0.8206343091936312,0.020556682111562703,0.8200304450558403,0.021177891847100998,0.8204937287974223,0.021199314458457668,21.4,15.820872289478858
classic,farm_ads,fasttext_wa,df,1000,5,0.8592128916281458,0.02841681940845328,0.8584708813772903,0.029177438722916744,0.8581753965748494,0.02933638391401195,25.6,17.242389625571047
classic,farm_ads,fasttext_wa,df,1500,5,0.8478813559322034,0.017871560609366146,0.8472212832804334,0.018419948357364296,0.846906407166325,0.018631988927659354,22.0,11.704699910719626
classic,farm_ads,fasttext_wa,df,2000,5,0.8535439137134052,0.02443020676879136,0.8526733251139705,0.0253721262593946,0.8523979729041289,0.025536103093359838,20.2,10.709808588392232
classic,farm_ads,fasttext_wa,df,500,5,0.8364984591679507,0.034169193802593145,0.8355072329082597,0.03502196693296666,0.835585637952259,0.03515742656869231,22.8,13.103434664239755
classic,farm_ads,fasttext_wa,dfs,1000,5,0.8512647663071392,0.03339867069955794,0.8491444831434404,0.035329736713714456,0.8489746095218051,0.034707546512868795,17.0,13.784048752090222
classic,farm_ads,fasttext_wa,dfs,1500,5,0.8489791987673344,0.038844424954388966,0.8479568001064086,0.039676628720367105,0.8475644115726195,0.0396134578376023,15.2,3.03315017762062
classic,farm_ads,fasttext_wa,dfs,2000,5,0.8364920390344119,0.0437166817810321,0.8341249223859857,0.04694165642623011,0.834458926086833,0.045633203241046603,21.0,13.209844813622906
classic,farm_ads,fasttext_wa,dfs,500,5,0.8331086286594761,0.038815501656928146,0.8315889088126452,0.04016216065766276,0.8313217714038508,0.039693861154694934,20.8,13.535139452550904
classic,farm_ads,fasttext_wa,ig,1000,5,0.8421866974833077,0.03388362253715115,0.8408975837176645,0.03473857447935032,0.8405223079094488,0.034571135440014805,21.4,11.84483009586883
classic,farm_ads,fasttext_wa,ig,1500,5,0.843303800719055,0.03737232332335841,0.8415946072658306,0.03826356911283545,0.8413887009783043,0.03812269287733392,17.6,12.856904759700136
classic,farm_ads,fasttext_wa,ig,2000,5,0.8421610169491526,0.05040524485796196,0.8398986181169611,0.053549471004817266,0.8401573103898685,0.052226369450345464,23.4,13.831124321616084
classic,farm_ads,fasttext_wa,ig,500,5,0.8365112994350282,0.03316946630555572,0.8355776578101858,0.033633815432857546,0.835149150894705,0.03352757375822996,21.6,13.557285864065861
classic,farm_ads,fasttext_wa,none,all,5,0.841050333846944,0.025330951942669825,0.8394082840737407,0.027022453147324592,0.8395176961661229,0.026517248255796457,20.0,11.135528725660043
classic,farm_ads,random_cnn,df,1000,5,0.8501219825372368,0.031481313181812104,0.8489469582473962,0.03246226572290056,0.8490264394368362,0.032200603211219904,21.6,10.16366075781753
classic,farm_ads,random_cnn,df,1500,5,0.8489920390344119,0.04004591038646313,0.8484874710549778,0.04051753130282945,0.8482363464169209,0.04054077184335348,13.8,9.444575162494075
classic,farm_ads,random_cnn,df,2000,5,0.8354198767334361,0.023715040407985166,0.8347016613537741,0.024641515822236906,0.8348211341781794,0.024747559660057795,9.0,4.58257569495584
classic,farm_ads,random_cnn,df,500,5,0.81948510529019,0.02485125181776628,0.8187857307579491,0.025332537585552043,0.8194178780635689,0.02540866885348637,20.2,13.953494186045301
classic,farm_ads,random_cnn,dfs,1000,5,0.859206471494607,0.02606699730495102,0.8579096503859547,0.026539099328651755,0.8573268424841612,0.02633979316654701,19.6,15.093044755780724
classic,farm_ads,random_cnn,dfs,1500,5,0.8512455059065228,0.03838641277010148,0.8500019407028946,0.03918929053428573,0.8495949649985218,0.03902644385531352,17.8,12.31665539016173
classic,farm_ads,random_cnn,dfs,2000,5,0.843303800719055,0.0408790477178857,0.8427536112700782,0.040482367075616255,0.8426445617006493,0.03972882742045428,14.0,13.490737563232042
classic,farm_ads,random_cnn,dfs,500,5,0.8319851052901901,0.03388609034309439,0.8313372975099129,0.03392477944179027,0.831153503739003,0.033772655562029914,13.8,15.482247898803326
classic,farm_ads,random_cnn,ig,1000,5,0.8342257318952234,0.04860836331616109,0.831584961626149,0.05092737552669929,0.831937115931644,0.04932011537318088,19.2,14.184498581197715
classic,farm_ads,random_cnn,ig,1500,5,0.8410310734463277,0.03188171185082362,0.8399066042607379,0.032260719077069094,0.8395067555943069,0.0320715474569588,20.8,11.322543883774529
classic,farm_ads,random_cnn,ig,2000,5,0.8444530046224962,0.03321919414869582,0.8438251476443264,0.033161816140389426,0.843410134477166,0.032990353102753174,23.0,12.328828005937952
classic,farm_ads,random_cnn,ig,500,5,0.8410695942475603,0.03841676157278736,0.8398748749129618,0.03880630064669715,0.8399949222384243,0.038316908327084356,10.4,9.50263121456368
classic,farm_ads,random_cnn,none,all,5,0.838796866974833,0.02275857425994278,0.8361006641655154,0.02574555855654693,0.8365610191601983,0.023874617439356885,24.6,20.75572210259137
classic,farm_ads,random_lstm,df,1000,5,0.7604904982023626,0.013742149245172594,0.7579424053599656,0.015475744199675723,0.759454959085602,0.01551192281784647,8.2,4.43846820423443
classic,farm_ads,random_lstm,df,1500,5,0.7854519774011299,0.03455398387744881,0.7848249887620523,0.035087342099472126,0.7848139351148927,0.03530158203225054,12.8,7.5960516059331775
classic,farm_ads,random_lstm,df,2000,5,0.7911145351823318,0.020200789752303407,0.7895560328244994,0.021943146174278172,0.7899499239170922,0.02104383618484181,28.8,17.10847743079436
classic,farm_ads,random_lstm,df,500,5,0.7672187981510016,0.050364262758809966,0.7650672291394466,0.05129263234510163,0.7662126245847176,0.05075053420271072,16.6,16.425589791541732
classic,farm_ads,random_lstm,dfs,1000,5,0.8115690806368773,0.039900368094156494,0.8105863971059013,0.03997991009867407,0.8103466407433576,0.039865058666232515,5.6,3.7815340802378072
classic,farm_ads,random_lstm,dfs,1500,5,0.8239856189008731,0.03859722799459108,0.8234965964827029,0.03875898030795917,0.8234957047816145,0.03860950306804903,14.0,8.336666000266533
classic,farm_ads,random_lstm,dfs,2000,5,0.8047187981510016,0.025956060778313667,0.8041324750585931,0.026260868376596493,0.80407340037983,0.026238159305693433,12.4,11.76010204037363
classic,farm_ads,random_lstm,dfs,500,5,0.8308872624550591,0.027253584082777442,0.8300566243862837,0.02777230445227306,0.8297367247435647,0.02765539066896645,19.8,17.079227148791013
classic,farm_ads,random_lstm,ig,1000,5,0.8365112994350282,0.021320233065578828,0.8356071239665631,0.02181958005380969,0.8356389878551301,0.022093701140152987,8.8,7.496665925596525
classic,farm_ads,random_lstm,ig,1500,5,0.8319658448895737,0.04589002706053444,0.830831772009353,0.046509863293790026,0.830980024687275,0.046319733560223085,13.4,9.528903399657276
classic,farm_ads,random_lstm,ig,2000,5,0.7990498202362609,0.04557146277752613,0.7985541894411037,0.045591236925621746,0.7986822540584511,0.04544601855570857,6.4,3.4351128074635335
classic,farm_ads,random_lstm,ig,500,5,0.8172573189522342,0.029867333075395214,0.8163527015370408,0.030452299563373565,0.8161893236722237,0.030511544854474337,12.0,13.2664991614216
classic,farm_ads,random_lstm,none,all,5,0.802452491011813,0.04106773927182283,0.8008197979001439,0.04317970168107665,0.8034439583823989,0.038554138387109596,12.8,11.144505372604026
classic,farm_ads,random_wa,df,1000,5,0.8467578325629174,0.021693656402646463,0.8461158543145963,0.02219081758441171,0.8458088757267964,0.022252214162775695,30.4,6.542170893518451
classic,farm_ads,random_wa,df,1500,5,0.8478620955315871,0.03662322255067956,0.8473193399993129,0.03720271620734284,0.8470979757436666,0.03735234729529575,41.2,13.881642554107204
classic,farm_ads,random_wa,df,2000,5,0.8387968669748331,0.04511381630225484,0.8377842953127387,0.046339890695895725,0.8377897706488677,0.046345340435335336,37.2,25.410627697874762
classic,farm_ads,random_wa,df,500,5,0.8296931176168464,0.0466664366071926,0.8282949380592961,0.04843634398622382,0.8282438962466322,0.0477798960741843,28.4,13.483323032546538
classic,farm_ads,random_wa,dfs,1000,5,0.8251284026707756,0.05967605901451841,0.8231131698103402,0.06073041834389126,0.823074567930929,0.060285156790940334,24.2,20.38872237291979
classic,farm_ads,random_wa,dfs,1500,5,0.8455636877247047,0.038406601017196215,0.8445046588585927,0.03898882284961301,0.8440789792362979,0.038842977608615346,41.0,26.92582403567252
classic,farm_ads,random_wa,dfs,2000,5,0.8466936312275295,0.04175220578694046,0.8453521133247911,0.042761794201302675,0.8450851610769532,0.04269235897969363,27.6,13.427583550289308
classic,farm_ads,random_wa,dfs,500,5,0.8217449922958397,0.04319877508702146,0.8202372258617037,0.044249308375269567,0.8200556215330497,0.043852234253547125,32.8,33.69272918598314
classic,farm_ads,random_wa,ig,1000,5,0.8342321520287622,0.04586130058420632,0.8321286483671377,0.04740413141702745,0.8320208154818278,0.04671642757641506,34.0,23.80126047082381
classic,farm_ads,random_wa,ig,1500,5,0.8331022085259373,0.04606100970647835,0.8316671639096339,0.04750474848905555,0.8314358707108365,0.046980277255557874,23.6,18.324846520503247
classic,farm_ads,random_wa,ig,2000,5,0.841024653312789,0.036827011667169465,0.8399900574291294,0.03734482964115631,0.8396087451080612,0.0372923104990187,32.8,17.82414093301554
classic,farm_ads,random_wa,ig,500,5,0.8319658448895737,0.03842362496586456,0.8308431936359402,0.03894721128637955,0.8304979881040072,0.038863128578321804,27.8,9.444575162494075
classic,farm_ads,random_wa,none,all,5,0.8410439137134053,0.03184762716273524,0.8402977908130905,0.03227361676146559,0.8399798726884911,0.03231637125190268,31.0,10.677078252031311
classic,wos5736,fasttext_cnn,df,1000,5,0.8602152109640304,0.0229127514168819,0.8508570835235328,0.027182947175839245,0.8483322178480281,0.03136739601147722,39.4,16.47118696390761
classic,wos5736,fasttext_cnn,df,1500,5,0.8773110444512382,0.020580456436894247,0.8706030621254925,0.026029855063969955,0.872214817461853,0.026363645276493996,56.2,27.27086357268504
classic,wos5736,fasttext_cnn,df,2000,5,0.8532206452369431,0.019581678818352016,0.8434586263187395,0.023309583690604454,0.8431324604249506,0.025922072679692106,52.0,24.0
classic,wos5736,fasttext_cnn,df,500,5,0.8562045015592394,0.023297537766810348,0.8436665057960788,0.02723022468587082,0.8449388786444123,0.02909781932021012,48.6,13.315404612703288
classic,wos5736,fasttext_cnn,dfs,1000,5,0.8904375908890109,0.024017688259149825,0.8832008246813525,0.02565244741763805,0.8839389003618252,0.026983254667657202,45.8,16.084153692376855
classic,wos5736,fasttext_cnn,dfs,1500,5,0.8843976429359972,0.016056180548893757,0.8739132159628332,0.015290807956204803,0.8747533559984153,0.015976415496720613,58.8,32.94996206371109
classic,wos5736,fasttext_cnn,dfs,2000,5,0.8743263759258956,0.015104446871006785,0.8647181135473267,0.02111716473052554,0.8648000681795148,0.02213083092887432,48.6,18.568791021496256
classic,wos5736,fasttext_cnn,dfs,500,5,0.8823667799816823,0.013600999945121097,0.8737735114223729,0.014006743971949986,0.8743985592799822,0.016907586075099127,26.2,6.97853852894716
classic,wos5736,fasttext_cnn,ig,1000,5,0.8864378969880339,0.023686661327864657,0.8777720858052626,0.029619607771256638,0.8797477555382693,0.030230886169558525,60.4,42.17582245789642
classic,wos5736,fasttext_cnn,ig,1500,5,0.8733513515502862,0.021247858563964488,0.8628727506275984,0.026228134891868836,0.862888040812942,0.02718943477771371,44.4,26.43482551483932
classic,wos5736,fasttext_cnn,ig,2000,5,0.8722967312761499,0.024036202837303126,0.8646262225507924,0.031447895311381355,0.8640791060059835,0.030295179456229743,35.6,13.202272531651511
classic,wos5736,fasttext_cnn,ig,500,5,0.8703158695718662,0.02521768766691653,0.8593300351447435,0.028116342490805968,0.8587847889922989,0.030919585990960806,47.8,27.398905087612533
classic,wos5736,fasttext_cnn,none,all,5,0.8462456739083452,0.023877033906980653,0.833700374544989,0.026365270722483913,0.8349207478950562,0.026860526509862495,55.8,19.136352839556444
classic,wos5736,fasttext_lstm,df,1000,5,0.44999627528759284,0.05320517016199144,0.4518238051419873,0.05446021977027664,0.45287160665421533,0.061047574983400875,47.4,8.905054744357274
classic,wos5736,fasttext_lstm,df,1500,5,0.4150810115430551,0.02367661131175868,0.419474486609824,0.028039304071278952,0.4175460711883637,0.025357307075637686,30.8,9.959919678390985
classic,wos5736,fasttext_lstm,df,2000,5,0.3888983265190767,0.05403083200015553,0.3858569319292435,0.06930910875234063,0.3870342588899901,0.06394382653367638,29.6,17.03819239238717
classic,wos5736,fasttext_lstm,df,500,5,0.5004520036858789,0.03150370394831513,0.500229644655211,0.03600289646752919,0.5018726589615917,0.03802327743183416,52.0,5.873670062235365
classic,wos5736,fasttext_lstm,dfs,1000,5,0.7346526048938026,0.036271543397179494,0.7253698164168032,0.04219845618476568,0.7249129164642999,0.041571916999326664,63.6,22.063544592834578
classic,wos5736,fasttext_lstm,dfs,1500,5,0.7074646916934344,0.027445890821896447,0.6977575612396922,0.03465342295776341,0.7009707650715555,0.03546472281479567,50.8,6.300793600809346
classic,wos5736,fasttext_lstm,dfs,2000,5,0.6553535919616265,0.05956872926042663,0.6530230105682144,0.06451252756445527,0.6516111187889844,0.06648413778460076,61.4,21.915747762739013
classic,wos5736,fasttext_lstm,dfs,500,5,0.7830574698377611,0.03913280523679819,0.7706618609576537,0.043543122062871115,0.7713385606488374,0.040735998798680235,58.6,27.10719461692781
classic,wos5736,fasttext_lstm,ig,1000,5,0.6643488168422484,0.04208267431582663,0.6658418831144481,0.03925158682483998,0.6670569628000458,0.04117076726350436,57.4,22.412050330123748
