family,dataset_id,model,selector,feature_count,folds,test_accuracy_mean,test_accuracy_std,test_macro_f1_mean,test_macro_f1_std,test_balanced_accuracy_mean,test_balanced_accuracy_std,best_epoch_mean,best_epoch_std
bert,wos5736,bert_cls,dfs,1500,5,0.8794119091555969,0.026712717105148116,0.8668940124060207,0.02917212406257585,0.8671192049057662,0.030414016767676952,11.2,2.4899799195977463
bert,wos5736,bert_cls,dfs,2000,5,0.882305763227837,0.041524022395383,0.8714668036839842,0.047413432494572035,0.872912459740523,0.04838245948343433,12.8,4.494441010848846
bert,wos5736,bert_cls,dfs,500,5,0.8702748533180334,0.027752878827104945,0.8600550751400144,0.026690198868866193,0.8611452546136341,0.03118981591550473,12.2,4.658325879540846
bert,wos5736,bert_cls,ig,1000,5,0.8773714520527988,0.029934266638158204,0.8687088497686352,0.03335543783272118,0.8686968861178348,0.036396835872969165,10.6,3.286335345030997
bert,wos5736,bert_cls,ig,1500,5,0.8782756624753182,0.0444438073005712,0.8657172747375187,0.05009483209301713,0.8668034172678442,0.05165533928607504,11.0,3.391164991562634
bert,wos5736,bert_cls,ig,2000,5,0.8823665769309208,0.02350069605117818,0.873125796046913,0.02457015801347093,0.8737361485681644,0.027352250867847778,14.0,2.449489742783178
bert,wos5736,bert_cls,ig,500,5,0.8834024150096138,0.023210202401682832,0.8740854509962845,0.027772597380560267,0.8755444489634214,0.02782931139099556,10.6,4.929503017546495
bert,wos5736,bert_cls,none,all,5,0.8149770495531424,0.030320490728974064,0.8170822209294951,0.031026927960530828,0.8171460667132604,0.03164583147953955,13.0,3.7416573867739413
classic,20ng,fasttext_cnn,df,1000,5,0.4527321378465934,0.02097390422408113,0.4383765491755438,0.016737733054095472,0.4462215007215007,0.02058154483936975,69.4,29.441467354736243
classic,20ng,fasttext_cnn,df,1500,5,0.4819544677703237,0.0358083052983559,0.460911270092482,0.040026594722506664,0.47212914862914857,0.03751763966291299,62.4,22.018174311236617
classic,20ng,fasttext_cnn,df,2000,5,0.5070303038032804,0.025884756505608807,0.4962365963765076,0.030601099119793827,0.49876659451659455,0.025839608624926604,60.4,19.932385707686876
classic,20ng,fasttext_cnn,df,500,5,0.3528152437313471,0.00875619060179282,0.33544442372163463,0.010191917977644998,0.34678210678210675,0.00859610117810677,51.0,11.937336386313323
classic,20ng,fasttext_cnn,dfs,1000,5,0.6090234931000178,0.03058406111825714,0.6059824535928319,0.031204756489791288,0.6081911976911977,0.03329510951591653,46.0,10.653637876331258
classic,20ng,fasttext_cnn,dfs,1500,5,0.6009321225416422,0.03125860244000868,0.5922886340487687,0.032179515479585995,0.5961829004329005,0.03325994867091264,51.6,11.610340218959994
classic,20ng,fasttext_cnn,dfs,2000,5,0.6170332372522511,0.023628885458031393,0.606772798354236,0.025238379844344964,0.6123398268398268,0.02659889249189876,52.4,14.892951352905172
classic,20ng,fasttext_cnn,dfs,500,5,0.5727195367701451,0.02985328144590597,0.5702146389007811,0.03284609483684998,0.5715180375180374,0.031237823047279394,34.0,17.11724276862369
classic,20ng,fasttext_cnn,ig,1000,5,0.5505677116547203,0.03191514757930046,0.5415980970676995,0.026517452167569608,0.5463214285714286,0.031057667665444905,55.4,15.274161188098022
classic,20ng,fasttext_cnn,ig,1500,5,0.542451215468204,0.051539478511849625,0.5278687118416273,0.05301059818207483,0.5373852813852813,0.05476366620771872,43.2,13.330416347586448
classic,20ng,fasttext_cnn,ig,2000,5,0.5585319235772772,0.014847796425292497,0.5477093131936425,0.013168891922942556,0.5538181818181819,0.011644209732831888,77.4,37.3001340480165
classic,20ng,fasttext_cnn,ig,500,5,0.5141320307119354,0.018478228425565707,0.5016360879480731,0.01811625875129747,0.5105122655122655,0.020892953107589658,51.4,11.84483009586883
classic,20ng,fasttext_cnn,none,all,5,0.5514301966686223,0.014881106063250965,0.5409750683274756,0.012428875695974683,0.5462453102453102,0.012413811060874401,68.6,29.610808837314796
classic,20ng,fasttext_lstm,df,1000,5,0.18652495982450323,0.044382772154380384,0.17706112498600907,0.04408581217442177,0.18240800865800866,0.042198931522516095,50.2,18.088670487352022
classic,20ng,fasttext_lstm,df,1500,5,0.18135165676096218,0.03505050211070714,0.17353141477252088,0.03402807393986505,0.17716450216450216,0.03565029310268627,44.2,28.647862049374645
classic,20ng,fasttext_lstm,df,2000,5,0.2006306405122057,0.017162216462537124,0.1898487624056816,0.014688304742572683,0.19471969696969696,0.0172861640376736,38.2,16.208022704821214
classic,20ng,fasttext_lstm,df,500,5,0.14412399561258066,0.006828049152306885,0.13651642771615616,0.010811489316320462,0.14162806637806638,0.008008439097634715,46.6,14.570518178843194
classic,20ng,fasttext_lstm,dfs,1000,5,0.48592964824120605,0.02306910161634077,0.48279614875200466,0.020937687984008087,0.48425937950937953,0.024257935591883887,51.0,25.64176280991617
classic,20ng,fasttext_lstm,dfs,1500,5,0.4445492436803306,0.00881247325737771,0.4329275720743432,0.007649738456879716,0.4398499278499278,0.004240191090021417,43.0,32.526911934581186
classic,20ng,fasttext_lstm,dfs,2000,5,0.4687983827768283,0.03705320186909503,0.4664137696748308,0.03501656988319151,0.4626067821067821,0.035924367801094,56.4,21.477895613863105
classic,20ng,fasttext_lstm,dfs,500,5,0.47787330051271587,0.035440832500547234,0.46948201394047334,0.04012460914621935,0.4737806637806638,0.033894759910230964,37.4,24.98599607780326
classic,20ng,fasttext_lstm,ig,1000,5,0.2327469836492105,0.053456949646188516,0.22509606587461195,0.04545736422057504,0.23386075036075035,0.04715115144925182,45.6,21.605554841290235
classic,20ng,fasttext_lstm,ig,1500,5,0.2107728745249088,0.041249600426110256,0.20187265136277824,0.03591591757265761,0.20276695526695523,0.039326400719349744,62.6,23.933240482642546
classic,20ng,fasttext_lstm,ig,2000,5,0.2025645486314823,0.022755940991802677,0.19144734416380418,0.026533581770391116,0.1962694805194805,0.024447097001584827,34.6,12.300406497347964
classic,20ng,fasttext_lstm,ig,500,5,0.27416713006657656,0.03414247218392448,0.2676650548092146,0.031571955435487034,0.266241341991342,0.032137205786197276,56.6,7.368853370776216
classic,20ng,fasttext_lstm,none,all,5,0.17451947555034053,0.02637672349889884,0.15715960090264142,0.035996412940014114,0.16977886002886003,0.030265558633138227,28.2,15.658863304850707
classic,20ng,fasttext_wa,df,1000,5,0.47597548656990535,0.04546966916580339,0.4537571880309533,0.051196189794923075,0.465794733044733,0.04729903283350981,116.4,34.435446853496764
